,symbol,probes,importance,enhancer,['MYCNA'],['MYCNA']_ratio,['MYCNA']_imp,['MYCNA']_imp_ratio,['MYCNA']_enha,['MYCNA']_enha_ratio,['4'],['4']_ratio,['4']_imp,['4']_imp_ratio,['4']_enha,['4']_enha_ratio,['4s'],['4s']_ratio,['4s']_imp,['4s']_imp_ratio,['4s']_enha,['4s']_enha_ratio,['other'],['other']_ratio,['other']_imp,['other']_imp_ratio,['other']_enha,['other']_enha_ratio,"['4', 'MYCNA']","['4', 'MYCNA']_ratio","['4', 'MYCNA']_imp","['4', 'MYCNA']_imp_ratio","['4', 'MYCNA']_enha","['4', 'MYCNA']_enha_ratio"
NR_027102,LINC00606,34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.058823529411764705,1.0,0.08333333333333333,1.0,1.0,12.0,0.35294117647058826,8.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.3235294117647059,10.0,0.8333333333333334,0.0,0.0
NM_000515,GH1,142.0,50.0,10.0,7.0,0.04929577464788732,2.0,0.04,0.0,0.0,29.0,0.20422535211267606,18.0,0.36,3.0,0.3,29.0,0.20422535211267606,19.0,0.38,5.0,0.5,7.0,0.04929577464788732,0.0,0.0,0.0,0.0,18.0,0.1267605633802817,14.0,0.28,2.0,0.2
NM_022560,GH1,142.0,50.0,10.0,7.0,0.04929577464788732,2.0,0.04,0.0,0.0,29.0,0.20422535211267606,18.0,0.36,3.0,0.3,29.0,0.20422535211267606,19.0,0.38,5.0,0.5,7.0,0.04929577464788732,0.0,0.0,0.0,0.0,18.0,0.1267605633802817,14.0,0.28,2.0,0.2
NM_022559,GH1,142.0,50.0,10.0,7.0,0.04929577464788732,2.0,0.04,0.0,0.0,29.0,0.20422535211267606,18.0,0.36,3.0,0.3,29.0,0.20422535211267606,19.0,0.38,5.0,0.5,7.0,0.04929577464788732,0.0,0.0,0.0,0.0,18.0,0.1267605633802817,14.0,0.28,2.0,0.2
NM_175834,KRT79,84.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.2261904761904762,10.0,0.3448275862068966,3.0,0.75,50.0,0.5952380952380952,24.0,0.8275862068965517,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.023809523809523808,0.0,0.0,0.0,0.0
NM_001146182,KRTAP16-1,64.0,22.0,0.0,12.0,0.1875,7.0,0.3181818181818182,0.0,0.0,22.0,0.34375,7.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_005585,SMAD6,70.0,24.0,15.0,7.0,0.1,1.0,0.041666666666666664,1.0,0.06666666666666667,7.0,0.1,3.0,0.125,1.0,0.06666666666666667,10.0,0.14285714285714285,6.0,0.25,3.0,0.2,3.0,0.04285714285714286,0.0,0.0,0.0,0.0,24.0,0.34285714285714286,18.0,0.75,12.0,0.8
NR_027654,SMAD6,70.0,24.0,15.0,7.0,0.1,1.0,0.041666666666666664,1.0,0.06666666666666667,7.0,0.1,3.0,0.125,1.0,0.06666666666666667,10.0,0.14285714285714285,6.0,0.25,3.0,0.2,3.0,0.04285714285714286,0.0,0.0,0.0,0.0,24.0,0.34285714285714286,18.0,0.75,12.0,0.8
NM_001318,CSHL1,146.0,50.0,10.0,7.0,0.04794520547945205,2.0,0.04,0.0,0.0,29.0,0.19863013698630136,18.0,0.36,3.0,0.3,30.0,0.2054794520547945,19.0,0.38,5.0,0.5,7.0,0.04794520547945205,0.0,0.0,0.0,0.0,18.0,0.1232876712328767,14.0,0.28,2.0,0.2
NM_022581,CSHL1,146.0,50.0,10.0,7.0,0.04794520547945205,2.0,0.04,0.0,0.0,29.0,0.19863013698630136,18.0,0.36,3.0,0.3,30.0,0.2054794520547945,19.0,0.38,5.0,0.5,7.0,0.04794520547945205,0.0,0.0,0.0,0.0,18.0,0.1232876712328767,14.0,0.28,2.0,0.2
NM_022580,CSHL1,146.0,50.0,10.0,7.0,0.04794520547945205,2.0,0.04,0.0,0.0,29.0,0.19863013698630136,18.0,0.36,3.0,0.3,30.0,0.2054794520547945,19.0,0.38,5.0,0.5,7.0,0.04794520547945205,0.0,0.0,0.0,0.0,18.0,0.1232876712328767,14.0,0.28,2.0,0.2
NM_022579,CSHL1,146.0,50.0,10.0,7.0,0.04794520547945205,2.0,0.04,0.0,0.0,29.0,0.19863013698630136,18.0,0.36,3.0,0.3,30.0,0.2054794520547945,19.0,0.38,5.0,0.5,7.0,0.04794520547945205,0.0,0.0,0.0,0.0,18.0,0.1232876712328767,14.0,0.28,2.0,0.2
NM_000395,CSF2RB,44.0,15.0,2.0,4.0,0.09090909090909091,1.0,0.06666666666666667,0.0,0.0,10.0,0.22727272727272727,6.0,0.4,1.0,0.5,12.0,0.2727272727272727,6.0,0.4,2.0,1.0,1.0,0.022727272727272728,0.0,0.0,0.0,0.0,6.0,0.13636363636363635,3.0,0.2,0.0,0.0
NM_031964,KRTAP17-1,65.0,22.0,0.0,12.0,0.18461538461538463,7.0,0.3181818181818182,0.0,0.0,22.0,0.3384615384615385,7.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001257309,KRTAP29-1,65.0,22.0,0.0,12.0,0.18461538461538463,7.0,0.3181818181818182,0.0,0.0,23.0,0.35384615384615387,7.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_007128,VPREB1,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,5.0,0.8333333333333334,0.0,0.0,8.0,0.4444444444444444,4.0,0.6666666666666666,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,1.0,0.16666666666666666,0.0,0.0
NM_001198828,LIPF,27.0,9.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0
NM_001198829,LIPF,27.0,9.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0
NM_001198830,LIPF,27.0,9.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0
NM_001307952,HAPLN3,66.0,22.0,8.0,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,15.0,0.22727272727272727,7.0,0.3181818181818182,3.0,0.375,17.0,0.25757575757575757,12.0,0.5454545454545454,3.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.12121212121212122,5.0,0.22727272727272727,4.0,0.5
NM_001303509,VPREB1,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,5.0,0.8333333333333334,0.0,0.0,8.0,0.4444444444444444,4.0,0.6666666666666666,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,1.0,0.16666666666666666,0.0,0.0
NM_004190,LIPF,27.0,9.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1111111111111111,0.0,0.0,0.0,0.0
NM_173352,KRT78,96.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.21875,10.0,0.3125,3.0,0.5,52.0,0.5416666666666666,27.0,0.84375,4.0,0.6666666666666666,1.0,0.010416666666666666,0.0,0.0,0.0,0.0,2.0,0.020833333333333332,0.0,0.0,0.0,0.0
NM_178232,HAPLN3,66.0,22.0,8.0,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,15.0,0.22727272727272727,7.0,0.3181818181818182,3.0,0.375,17.0,0.25757575757575757,12.0,0.5454545454545454,3.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.12121212121212122,5.0,0.22727272727272727,4.0,0.5
NM_006121,KRT1,61.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.21311475409836064,3.0,0.15,0.0,0.0,30.0,0.4918032786885246,13.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_152745,NXPH1,40.0,13.0,0.0,9.0,0.225,6.0,0.46153846153846156,0.0,0.0,1.0,0.025,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_002279,KRT33B,77.0,25.0,1.0,7.0,0.09090909090909091,4.0,0.16,1.0,1.0,26.0,0.33766233766233766,9.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_004138,KRT33A,71.0,23.0,0.0,7.0,0.09859154929577464,3.0,0.13043478260869565,0.0,0.0,24.0,0.3380281690140845,8.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001303500,SAMD9L,34.0,11.0,0.0,4.0,0.11764705882352941,2.0,0.18181818181818182,0.0,0.0,1.0,0.029411764705882353,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_032528,ST6GAL2,34.0,11.0,4.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,3.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_152703,SAMD9L,34.0,11.0,0.0,4.0,0.11764705882352941,2.0,0.18181818181818182,0.0,0.0,1.0,0.029411764705882353,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001142351,ST6GAL2,34.0,11.0,4.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,3.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001142352,ST6GAL2,34.0,11.0,4.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,3.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001303497,SAMD9L,34.0,11.0,0.0,4.0,0.11764705882352941,2.0,0.18181818181818182,0.0,0.0,1.0,0.029411764705882353,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001303498,SAMD9L,34.0,11.0,0.0,4.0,0.11764705882352941,2.0,0.18181818181818182,0.0,0.0,1.0,0.029411764705882353,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001303496,SAMD9L,34.0,11.0,0.0,4.0,0.11764705882352941,2.0,0.18181818181818182,0.0,0.0,1.0,0.029411764705882353,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001317,CSH1,127.0,41.0,8.0,5.0,0.03937007874015748,2.0,0.04878048780487805,0.0,0.0,25.0,0.1968503937007874,15.0,0.36585365853658536,3.0,0.375,24.0,0.1889763779527559,15.0,0.36585365853658536,4.0,0.5,6.0,0.047244094488188976,0.0,0.0,0.0,0.0,15.0,0.11811023622047244,12.0,0.2926829268292683,1.0,0.125
NM_002273,KRT8,90.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.2,8.0,0.27586206896551724,2.0,0.3333333333333333,48.0,0.5333333333333333,24.0,0.8275862068965517,4.0,0.6666666666666666,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,2.0,0.022222222222222223,0.0,0.0,0.0,0.0
NM_020379,MAN1C1,66.0,21.0,11.0,3.0,0.045454545454545456,1.0,0.047619047619047616,0.0,0.0,20.0,0.30303030303030304,10.0,0.47619047619047616,6.0,0.5454545454545454,7.0,0.10606060606060606,5.0,0.23809523809523808,4.0,0.36363636363636365,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,11.0,0.16666666666666666,5.0,0.23809523809523808,4.0,0.36363636363636365
NM_001289010,MAN1C1,66.0,21.0,11.0,3.0,0.045454545454545456,1.0,0.047619047619047616,0.0,0.0,20.0,0.30303030303030304,10.0,0.47619047619047616,6.0,0.5454545454545454,7.0,0.10606060606060606,5.0,0.23809523809523808,4.0,0.36363636363636365,1.0,0.015151515151515152,0.0,0.0,0.0,0.0,11.0,0.16666666666666666,5.0,0.23809523809523808,4.0,0.36363636363636365
NM_002272,KRT4,85.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.24705882352941178,10.0,0.37037037037037035,3.0,0.75,47.0,0.5529411764705883,22.0,0.8148148148148148,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.023529411764705882,0.0,0.0,0.0,0.0
NR_015448,DLX6-AS1,133.0,42.0,7.0,7.0,0.05263157894736842,4.0,0.09523809523809523,2.0,0.2857142857142857,8.0,0.06015037593984962,2.0,0.047619047619047616,0.0,0.0,5.0,0.03759398496240601,1.0,0.023809523809523808,1.0,0.14285714285714285,3.0,0.022556390977443608,0.0,0.0,0.0,0.0,1.0,0.007518796992481203,0.0,0.0,0.0,0.0
NM_032827,ATOH8,57.0,18.0,9.0,4.0,0.07017543859649122,1.0,0.05555555555555555,1.0,0.1111111111111111,5.0,0.08771929824561403,4.0,0.2222222222222222,2.0,0.2222222222222222,1.0,0.017543859649122806,1.0,0.05555555555555555,0.0,0.0,1.0,0.017543859649122806,0.0,0.0,0.0,0.0,20.0,0.3508771929824561,13.0,0.7222222222222222,7.0,0.7777777777777778
NM_005222,DLX6,133.0,42.0,7.0,7.0,0.05263157894736842,4.0,0.09523809523809523,2.0,0.2857142857142857,8.0,0.06015037593984962,2.0,0.047619047619047616,0.0,0.0,5.0,0.03759398496240601,1.0,0.023809523809523808,1.0,0.14285714285714285,3.0,0.022556390977443608,0.0,0.0,0.0,0.0,1.0,0.007518796992481203,0.0,0.0,0.0,0.0
NM_001080451,SERPINA11,35.0,11.0,6.0,1.0,0.02857142857142857,1.0,0.09090909090909091,0.0,0.0,14.0,0.4,5.0,0.45454545454545453,2.0,0.3333333333333333,11.0,0.3142857142857143,7.0,0.6363636363636364,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.22857142857142856,4.0,0.36363636363636365,2.0,0.3333333333333333
NM_001099403,PRDM8,86.0,27.0,3.0,24.0,0.27906976744186046,15.0,0.5555555555555556,3.0,1.0,4.0,0.046511627906976744,1.0,0.037037037037037035,0.0,0.0,2.0,0.023255813953488372,0.0,0.0,0.0,0.0,2.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_031961,KRTAP9-2,51.0,16.0,0.0,9.0,0.17647058823529413,4.0,0.25,0.0,0.0,8.0,0.1568627450980392,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001015045,FAM13A,16.0,5.0,5.0,5.0,0.3125,3.0,0.6,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1875,2.0,0.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR_036254,MIR4291,16.0,5.0,1.0,3.0,0.1875,2.0,0.4,1.0,1.0,1.0,0.0625,0.0,0.0,0.0,0.0,5.0,0.3125,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3125,3.0,0.6,0.0,0.0
NM_001265579,FAM13A,16.0,5.0,5.0,5.0,0.3125,3.0,0.6,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1875,2.0,0.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001265578,FAM13A,16.0,5.0,5.0,5.0,0.3125,3.0,0.6,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1875,2.0,0.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_001265580,FAM13A,16.0,5.0,5.0,5.0,0.3125,3.0,0.6,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1875,2.0,0.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_022557,GH2,123.0,38.0,5.0,5.0,0.04065040650406504,2.0,0.05263157894736842,0.0,0.0,23.0,0.18699186991869918,14.0,0.3684210526315789,2.0,0.4,22.0,0.17886178861788618,13.0,0.34210526315789475,2.0,0.4,6.0,0.04878048780487805,0.0,0.0,0.0,0.0,14.0,0.11382113821138211,11.0,0.2894736842105263,0.0,0.0
NM_022558,GH2,123.0,38.0,5.0,5.0,0.04065040650406504,2.0,0.05263157894736842,0.0,0.0,23.0,0.18699186991869918,14.0,0.3684210526315789,2.0,0.4,22.0,0.17886178861788618,13.0,0.34210526315789475,2.0,0.4,6.0,0.04878048780487805,0.0,0.0,0.0,0.0,14.0,0.11382113821138211,11.0,0.2894736842105263,0.0,0.0
NM_022556,GH2,123.0,38.0,5.0,5.0,0.04065040650406504,2.0,0.05263157894736842,0.0,0.0,23.0,0.18699186991869918,14.0,0.3684210526315789,2.0,0.4,22.0,0.17886178861788618,13.0,0.34210526315789475,2.0,0.4,6.0,0.04878048780487805,0.0,0.0,0.0,0.0,14.0,0.11382113821138211,11.0,0.2894736842105263,0.0,0.0
NM_002059,GH2,123.0,38.0,5.0,5.0,0.04065040650406504,2.0,0.05263157894736842,0.0,0.0,23.0,0.18699186991869918,14.0,0.3684210526315789,2.0,0.4,22.0,0.17886178861788618,13.0,0.34210526315789475,2.0,0.4,6.0,0.04878048780487805,0.0,0.0,0.0,0.0,14.0,0.11382113821138211,11.0,0.2894736842105263,0.0,0.0
NM_031962,KRTAP9-3,52.0,16.0,0.0,9.0,0.17307692307692307,4.0,0.25,0.0,0.0,8.0,0.15384615384615385,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_031963,KRTAP9-8,52.0,16.0,0.0,9.0,0.17307692307692307,4.0,0.25,0.0,0.0,8.0,0.15384615384615385,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_020226,PRDM8,85.0,26.0,3.0,24.0,0.2823529411764706,15.0,0.5769230769230769,3.0,1.0,4.0,0.047058823529411764,1.0,0.038461538461538464,0.0,0.0,2.0,0.023529411764705882,0.0,0.0,0.0,0.0,2.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_021013,KRT34,85.0,26.0,1.0,7.0,0.08235294117647059,4.0,0.15384615384615385,1.0,1.0,26.0,0.3058823529411765,9.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_022336,EDAR,36.0,11.0,1.0,25.0,0.6944444444444444,8.0,0.7272727272727273,1.0,1.0,1.0,0.027777777777777776,0.0,0.0,0.0,0.0,5.0,0.1388888888888889,3.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_030975,KRTAP9-9,59.0,18.0,0.0,9.0,0.15254237288135594,4.0,0.2222222222222222,0.0,0.0,12.0,0.2033898305084746,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR_110372,LINC01169,59.0,18.0,6.0,4.0,0.06779661016949153,1.0,0.05555555555555555,1.0,0.16666666666666666,5.0,0.0847457627118644,2.0,0.1111111111111111,0.0,0.0,9.0,0.15254237288135594,5.0,0.2777777777777778,2.0,0.3333333333333333,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,14.0,0.23728813559322035,9.0,0.5,4.0,0.6666666666666666
NM_001278562,LCTL,59.0,18.0,6.0,4.0,0.06779661016949153,1.0,0.05555555555555555,1.0,0.16666666666666666,5.0,0.0847457627118644,2.0,0.1111111111111111,0.0,0.0,7.0,0.11864406779661017,5.0,0.2777777777777778,2.0,0.3333333333333333,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,14.0,0.23728813559322035,9.0,0.5,4.0,0.6666666666666666
NM_207338,LCTL,59.0,18.0,6.0,4.0,0.06779661016949153,1.0,0.05555555555555555,1.0,0.16666666666666666,5.0,0.0847457627118644,2.0,0.1111111111111111,0.0,0.0,7.0,0.11864406779661017,5.0,0.2777777777777778,2.0,0.3333333333333333,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,14.0,0.23728813559322035,9.0,0.5,4.0,0.6666666666666666
NR_103739,LCTL,59.0,18.0,6.0,4.0,0.06779661016949153,1.0,0.05555555555555555,1.0,0.16666666666666666,5.0,0.0847457627118644,2.0,0.1111111111111111,0.0,0.0,7.0,0.11864406779661017,5.0,0.2777777777777778,2.0,0.3333333333333333,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,14.0,0.23728813559322035,9.0,0.5,4.0,0.6666666666666666
NM_001277332,KRTAP9-7,56.0,17.0,0.0,11.0,0.19642857142857142,6.0,0.35294117647058826,0.0,0.0,15.0,0.26785714285714285,4.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_005902,SMAD3,66.0,20.0,12.0,6.0,0.09090909090909091,0.0,0.0,0.0,0.0,7.0,0.10606060606060606,6.0,0.3,3.0,0.25,12.0,0.18181818181818182,6.0,0.3,5.0,0.4166666666666667,2.0,0.030303030303030304,0.0,0.0,0.0,0.0,26.0,0.3939393939393939,12.0,0.6,8.0,0.6666666666666666
NM_001164829,C1orf210,96.0,29.0,14.0,4.0,0.041666666666666664,1.0,0.034482758620689655,1.0,0.07142857142857142,25.0,0.2604166666666667,15.0,0.5172413793103449,7.0,0.5,31.0,0.3229166666666667,25.0,0.8620689655172413,11.0,0.7857142857142857,4.0,0.041666666666666664,0.0,0.0,0.0,0.0,3.0,0.03125,3.0,0.10344827586206896,1.0,0.07142857142857142
NM_182517,C1orf210,96.0,29.0,14.0,4.0,0.041666666666666664,1.0,0.034482758620689655,1.0,0.07142857142857142,25.0,0.2604166666666667,15.0,0.5172413793103449,7.0,0.5,31.0,0.3229166666666667,25.0,0.8620689655172413,11.0,0.7857142857142857,4.0,0.041666666666666664,0.0,0.0,0.0,0.0,3.0,0.03125,3.0,0.10344827586206896,1.0,0.07142857142857142
